L1Seed,PileUp,Total,Prescale0,Fired0,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,43.1,53137,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,43.2,107197,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,43.3,107152,1,6,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,43.4,80358,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,43.5,187630,1,7,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,43.6,143161,1,6,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,43.7,107103,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,43.8,160451,1,8,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,43.9,186782,1,6,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,44,178642,1,10,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,44.1,133585,1,5,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,44.2,53536,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,44.3,80528,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,44.4,53515,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,44.5,53616,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,44.6,160868,1,12,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,44.7,106861,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,44.8,80492,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,44.9,26766,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,45,27058,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,45.2,26867,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,45.4,26823,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,45.5,53475,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,45.6,26739,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,45.7,26474,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF40,45.8,53643,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,-1,26327,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,5.2,26913,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,5.3,27004,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,9.1,27027,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,12.8,26972,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,19.9,26899,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,20.5,27040,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,25.5,26794,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,26,27006,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,33.7,26805,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,33.8,26708,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,35.3,26746,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,36.4,26788,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,36.9,8935,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,37,8990,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,37.1,53549,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,37.2,27016,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,37.3,17810,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,37.4,44789,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,37.5,116099,1,5,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,37.6,44816,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,37.7,85090,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,37.8,134244,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,37.9,35764,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,38,107409,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,38.1,67789,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,38.2,89480,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,38.3,150254,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,38.4,134270,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,38.5,152188,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,38.6,134282,1,7,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,38.7,80442,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,38.8,116273,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,38.9,125176,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,39,133773,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,39.1,80634,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,39.2,80541,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,39.3,268525,1,8,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,39.4,125281,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,39.5,89405,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,39.6,134064,1,8,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,39.7,107143,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,39.8,134224,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,39.9,107417,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,40,107409,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,40.1,160718,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,40.2,107394,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,40.3,80430,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,40.4,187881,1,10,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,40.5,187992,1,5,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,40.6,133660,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,40.7,241887,1,13,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,40.8,214725,1,8,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,40.9,133950,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,41,134102,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,41.1,267784,1,10,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,41.2,188008,1,7,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,41.3,294403,1,11,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,41.4,223555,1,6,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,41.5,241025,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,41.6,26809,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,41.7,214824,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,41.8,80470,1,5,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,41.9,80388,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,42.1,107389,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,42.2,53605,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,42.3,160414,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,42.4,26345,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,42.5,107250,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,42.6,80587,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,42.7,134049,1,8,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,42.8,80368,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,42.9,107368,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,43,26882,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,43.1,53137,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,43.2,107197,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,43.3,107152,1,5,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,43.4,80358,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,43.5,187630,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,43.6,143161,1,5,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,43.7,107103,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,43.8,160451,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,43.9,186782,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,44,178642,1,8,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,44.1,133585,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,44.2,53536,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,44.3,80528,1,2,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,44.4,53515,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,44.5,53616,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,44.6,160868,1,10,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,44.7,106861,1,4,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,44.8,80492,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,44.9,26766,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,45,27058,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,45.2,26867,1,0,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,45.4,26823,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,45.5,53475,1,3,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,45.6,26739,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,45.7,26474,1,1,
L1_Mu3er1p5_Jet100er2p5_ETMHF50,45.8,53643,1,4,
L1_Mu5_EG23er2p5,-1,26327,0,0,
L1_Mu5_EG23er2p5,5.2,26913,0,0,
L1_Mu5_EG23er2p5,5.3,27004,0,0,
L1_Mu5_EG23er2p5,9.1,27027,0,0,
L1_Mu5_EG23er2p5,12.8,26972,0,0,
L1_Mu5_EG23er2p5,19.9,26899,0,0,
L1_Mu5_EG23er2p5,20.5,27040,0,0,
L1_Mu5_EG23er2p5,25.5,26794,0,0,
L1_Mu5_EG23er2p5,26,27006,0,0,
L1_Mu5_EG23er2p5,33.7,26805,0,0,
L1_Mu5_EG23er2p5,33.8,26708,0,0,
L1_Mu5_EG23er2p5,35.3,26746,0,0,
L1_Mu5_EG23er2p5,36.4,26788,0,0,
L1_Mu5_EG23er2p5,36.9,8935,0,0,
L1_Mu5_EG23er2p5,37,8990,0,0,
L1_Mu5_EG23er2p5,37.1,53549,0,0,
L1_Mu5_EG23er2p5,37.2,27016,0,0,
L1_Mu5_EG23er2p5,37.3,17810,0,0,
L1_Mu5_EG23er2p5,37.4,44789,0,0,
L1_Mu5_EG23er2p5,37.5,116099,0,0,
L1_Mu5_EG23er2p5,37.6,44816,0,0,
L1_Mu5_EG23er2p5,37.7,85090,0,0,
L1_Mu5_EG23er2p5,37.8,134244,0,0,
L1_Mu5_EG23er2p5,37.9,35764,0,0,
L1_Mu5_EG23er2p5,38,107409,0,0,
L1_Mu5_EG23er2p5,38.1,67789,0,0,
L1_Mu5_EG23er2p5,38.2,89480,0,0,
L1_Mu5_EG23er2p5,38.3,150254,0,0,
L1_Mu5_EG23er2p5,38.4,134270,0,0,
L1_Mu5_EG23er2p5,38.5,152188,0,0,
L1_Mu5_EG23er2p5,38.6,134282,0,0,
L1_Mu5_EG23er2p5,38.7,80442,0,0,
L1_Mu5_EG23er2p5,38.8,116273,0,0,
L1_Mu5_EG23er2p5,38.9,125176,0,0,
L1_Mu5_EG23er2p5,39,133773,0,0,
L1_Mu5_EG23er2p5,39.1,80634,0,0,
L1_Mu5_EG23er2p5,39.2,80541,0,0,
L1_Mu5_EG23er2p5,39.3,268525,0,0,
L1_Mu5_EG23er2p5,39.4,125281,0,0,
L1_Mu5_EG23er2p5,39.5,89405,0,0,
L1_Mu5_EG23er2p5,39.6,134064,0,0,
L1_Mu5_EG23er2p5,39.7,107143,0,0,
L1_Mu5_EG23er2p5,39.8,134224,0,0,
L1_Mu5_EG23er2p5,39.9,107417,0,0,
L1_Mu5_EG23er2p5,40,107409,0,0,
L1_Mu5_EG23er2p5,40.1,160718,0,0,
L1_Mu5_EG23er2p5,40.2,107394,0,0,
L1_Mu5_EG23er2p5,40.3,80430,0,0,
L1_Mu5_EG23er2p5,40.4,187881,0,0,
L1_Mu5_EG23er2p5,40.5,187992,0,0,
L1_Mu5_EG23er2p5,40.6,133660,0,0,
L1_Mu5_EG23er2p5,40.7,241887,0,0,
L1_Mu5_EG23er2p5,40.8,214725,0,0,
L1_Mu5_EG23er2p5,40.9,133950,0,0,
L1_Mu5_EG23er2p5,41,134102,0,0,
L1_Mu5_EG23er2p5,41.1,267784,0,0,
L1_Mu5_EG23er2p5,41.2,188008,0,0,
L1_Mu5_EG23er2p5,41.3,294403,0,0,
L1_Mu5_EG23er2p5,41.4,223555,0,0,
L1_Mu5_EG23er2p5,41.5,241025,0,0,
L1_Mu5_EG23er2p5,41.6,26809,0,0,
L1_Mu5_EG23er2p5,41.7,214824,0,0,
L1_Mu5_EG23er2p5,41.8,80470,0,0,
L1_Mu5_EG23er2p5,41.9,80388,0,0,
L1_Mu5_EG23er2p5,42.1,107389,0,0,
L1_Mu5_EG23er2p5,42.2,53605,0,0,
L1_Mu5_EG23er2p5,42.3,160414,0,0,
L1_Mu5_EG23er2p5,42.4,26345,0,0,
L1_Mu5_EG23er2p5,42.5,107250,0,0,
L1_Mu5_EG23er2p5,42.6,80587,0,0,
L1_Mu5_EG23er2p5,42.7,134049,0,0,
L1_Mu5_EG23er2p5,42.8,80368,0,0,
L1_Mu5_EG23er2p5,42.9,107368,0,0,
L1_Mu5_EG23er2p5,43,26882,0,0,
L1_Mu5_EG23er2p5,43.1,53137,0,0,
L1_Mu5_EG23er2p5,43.2,107197,0,0,
L1_Mu5_EG23er2p5,43.3,107152,0,0,
L1_Mu5_EG23er2p5,43.4,80358,0,0,
L1_Mu5_EG23er2p5,43.5,187630,0,0,
L1_Mu5_EG23er2p5,43.6,143161,0,0,
L1_Mu5_EG23er2p5,43.7,107103,0,0,
L1_Mu5_EG23er2p5,43.8,160451,0,0,
L1_Mu5_EG23er2p5,43.9,186782,0,0,
L1_Mu5_EG23er2p5,44,178642,0,0,
L1_Mu5_EG23er2p5,44.1,133585,0,0,
L1_Mu5_EG23er2p5,44.2,53536,0,0,
L1_Mu5_EG23er2p5,44.3,80528,0,0,
L1_Mu5_EG23er2p5,44.4,53515,0,0,
L1_Mu5_EG23er2p5,44.5,53616,0,0,
L1_Mu5_EG23er2p5,44.6,160868,0,0,
L1_Mu5_EG23er2p5,44.7,106861,0,0,
L1_Mu5_EG23er2p5,44.8,80492,0,0,
L1_Mu5_EG23er2p5,44.9,26766,0,0,
L1_Mu5_EG23er2p5,45,27058,0,0,
L1_Mu5_EG23er2p5,45.2,26867,0,0,
L1_Mu5_EG23er2p5,45.4,26823,0,0,
L1_Mu5_EG23er2p5,45.5,53475,0,0,
L1_Mu5_EG23er2p5,45.6,26739,0,0,
L1_Mu5_EG23er2p5,45.7,26474,0,0,
L1_Mu5_EG23er2p5,45.8,53643,0,0,
L1_Mu5_LooseIsoEG20er2p5,-1,26327,0,0,
L1_Mu5_LooseIsoEG20er2p5,5.2,26913,0,0,
L1_Mu5_LooseIsoEG20er2p5,5.3,27004,0,0,
L1_Mu5_LooseIsoEG20er2p5,9.1,27027,0,0,
L1_Mu5_LooseIsoEG20er2p5,12.8,26972,0,0,
L1_Mu5_LooseIsoEG20er2p5,19.9,26899,0,0,
L1_Mu5_LooseIsoEG20er2p5,20.5,27040,0,0,
L1_Mu5_LooseIsoEG20er2p5,25.5,26794,0,0,
L1_Mu5_LooseIsoEG20er2p5,26,27006,0,0,
L1_Mu5_LooseIsoEG20er2p5,33.7,26805,0,0,
L1_Mu5_LooseIsoEG20er2p5,33.8,26708,0,0,
L1_Mu5_LooseIsoEG20er2p5,35.3,26746,0,0,
L1_Mu5_LooseIsoEG20er2p5,36.4,26788,0,0,
L1_Mu5_LooseIsoEG20er2p5,36.9,8935,0,0,
L1_Mu5_LooseIsoEG20er2p5,37,8990,0,0,
L1_Mu5_LooseIsoEG20er2p5,37.1,53549,0,0,
L1_Mu5_LooseIsoEG20er2p5,37.2,27016,0,0,
L1_Mu5_LooseIsoEG20er2p5,37.3,17810,0,0,
L1_Mu5_LooseIsoEG20er2p5,37.4,44789,0,0,
L1_Mu5_LooseIsoEG20er2p5,37.5,116099,0,0,
L1_Mu5_LooseIsoEG20er2p5,37.6,44816,0,0,
L1_Mu5_LooseIsoEG20er2p5,37.7,85090,0,0,
L1_Mu5_LooseIsoEG20er2p5,37.8,134244,0,0,
L1_Mu5_LooseIsoEG20er2p5,37.9,35764,0,0,
L1_Mu5_LooseIsoEG20er2p5,38,107409,0,0,
L1_Mu5_LooseIsoEG20er2p5,38.1,67789,0,0,
L1_Mu5_LooseIsoEG20er2p5,38.2,89480,0,0,
L1_Mu5_LooseIsoEG20er2p5,38.3,150254,0,0,
L1_Mu5_LooseIsoEG20er2p5,38.4,134270,0,0,
L1_Mu5_LooseIsoEG20er2p5,38.5,152188,0,0,
L1_Mu5_LooseIsoEG20er2p5,38.6,134282,0,0,
L1_Mu5_LooseIsoEG20er2p5,38.7,80442,0,0,
L1_Mu5_LooseIsoEG20er2p5,38.8,116273,0,0,
L1_Mu5_LooseIsoEG20er2p5,38.9,125176,0,0,
L1_Mu5_LooseIsoEG20er2p5,39,133773,0,0,
L1_Mu5_LooseIsoEG20er2p5,39.1,80634,0,0,
L1_Mu5_LooseIsoEG20er2p5,39.2,80541,0,0,
L1_Mu5_LooseIsoEG20er2p5,39.3,268525,0,0,
L1_Mu5_LooseIsoEG20er2p5,39.4,125281,0,0,
L1_Mu5_LooseIsoEG20er2p5,39.5,89405,0,0,
L1_Mu5_LooseIsoEG20er2p5,39.6,134064,0,0,
L1_Mu5_LooseIsoEG20er2p5,39.7,107143,0,0,
L1_Mu5_LooseIsoEG20er2p5,39.8,134224,0,0,
L1_Mu5_LooseIsoEG20er2p5,39.9,107417,0,0,
L1_Mu5_LooseIsoEG20er2p5,40,107409,0,0,
L1_Mu5_LooseIsoEG20er2p5,40.1,160718,0,0,
L1_Mu5_LooseIsoEG20er2p5,40.2,107394,0,0,
L1_Mu5_LooseIsoEG20er2p5,40.3,80430,0,0,
L1_Mu5_LooseIsoEG20er2p5,40.4,187881,0,0,
L1_Mu5_LooseIsoEG20er2p5,40.5,187992,0,0,
L1_Mu5_LooseIsoEG20er2p5,40.6,133660,0,0,
L1_Mu5_LooseIsoEG20er2p5,40.7,241887,0,0,
L1_Mu5_LooseIsoEG20er2p5,40.8,214725,0,0,
L1_Mu5_LooseIsoEG20er2p5,40.9,133950,0,0,
L1_Mu5_LooseIsoEG20er2p5,41,134102,0,0,
L1_Mu5_LooseIsoEG20er2p5,41.1,267784,0,0,
L1_Mu5_LooseIsoEG20er2p5,41.2,188008,0,0,
L1_Mu5_LooseIsoEG20er2p5,41.3,294403,0,0,
L1_Mu5_LooseIsoEG20er2p5,41.4,223555,0,0,
L1_Mu5_LooseIsoEG20er2p5,41.5,241025,0,0,
L1_Mu5_LooseIsoEG20er2p5,41.6,26809,0,0,
L1_Mu5_LooseIsoEG20er2p5,41.7,214824,0,0,
L1_Mu5_LooseIsoEG20er2p5,41.8,80470,0,0,
L1_Mu5_LooseIsoEG20er2p5,41.9,80388,0,0,
L1_Mu5_LooseIsoEG20er2p5,42.1,107389,0,0,
L1_Mu5_LooseIsoEG20er2p5,42.2,53605,0,0,
L1_Mu5_LooseIsoEG20er2p5,42.3,160414,0,0,
L1_Mu5_LooseIsoEG20er2p5,42.4,26345,0,0,
L1_Mu5_LooseIsoEG20er2p5,42.5,107250,0,0,
L1_Mu5_LooseIsoEG20er2p5,42.6,80587,0,0,
L1_Mu5_LooseIsoEG20er2p5,42.7,134049,0,0,
L1_Mu5_LooseIsoEG20er2p5,42.8,80368,0,0,
L1_Mu5_LooseIsoEG20er2p5,42.9,107368,0,0,
L1_Mu5_LooseIsoEG20er2p5,43,26882,0,0,
L1_Mu5_LooseIsoEG20er2p5,43.1,53137,0,0,
L1_Mu5_LooseIsoEG20er2p5,43.2,107197,0,0,
L1_Mu5_LooseIsoEG20er2p5,43.3,107152,0,0,
L1_Mu5_LooseIsoEG20er2p5,43.4,80358,0,0,
L1_Mu5_LooseIsoEG20er2p5,43.5,187630,0,0,
L1_Mu5_LooseIsoEG20er2p5,43.6,143161,0,0,
L1_Mu5_LooseIsoEG20er2p5,43.7,107103,0,0,
L1_Mu5_LooseIsoEG20er2p5,43.8,160451,0,0,
L1_Mu5_LooseIsoEG20er2p5,43.9,186782,0,0,
L1_Mu5_LooseIsoEG20er2p5,44,178642,0,0,
L1_Mu5_LooseIsoEG20er2p5,44.1,133585,0,0,
L1_Mu5_LooseIsoEG20er2p5,44.2,53536,0,0,
L1_Mu5_LooseIsoEG20er2p5,44.3,80528,0,0,
L1_Mu5_LooseIsoEG20er2p5,44.4,53515,0,0,
L1_Mu5_LooseIsoEG20er2p5,44.5,53616,0,0,
L1_Mu5_LooseIsoEG20er2p5,44.6,160868,0,0,
L1_Mu5_LooseIsoEG20er2p5,44.7,106861,0,0,
L1_Mu5_LooseIsoEG20er2p5,44.8,80492,0,0,
L1_Mu5_LooseIsoEG20er2p5,44.9,26766,0,0,
L1_Mu5_LooseIsoEG20er2p5,45,27058,0,0,
L1_Mu5_LooseIsoEG20er2p5,45.2,26867,0,0,
L1_Mu5_LooseIsoEG20er2p5,45.4,26823,0,0,
L1_Mu5_LooseIsoEG20er2p5,45.5,53475,0,0,
L1_Mu5_LooseIsoEG20er2p5,45.6,26739,0,0,
L1_Mu5_LooseIsoEG20er2p5,45.7,26474,0,0,
L1_Mu5_LooseIsoEG20er2p5,45.8,53643,0,0,
L1_Mu6_DoubleEG10er2p5,-1,26327,0,0,
L1_Mu6_DoubleEG10er2p5,5.2,26913,0,0,
L1_Mu6_DoubleEG10er2p5,5.3,27004,0,0,
L1_Mu6_DoubleEG10er2p5,9.1,27027,0,0,
L1_Mu6_DoubleEG10er2p5,12.8,26972,0,0,
L1_Mu6_DoubleEG10er2p5,19.9,26899,0,0,
L1_Mu6_DoubleEG10er2p5,20.5,27040,0,0,
L1_Mu6_DoubleEG10er2p5,25.5,26794,0,0,
L1_Mu6_DoubleEG10er2p5,26,27006,0,0,
L1_Mu6_DoubleEG10er2p5,33.7,26805,0,0,
L1_Mu6_DoubleEG10er2p5,33.8,26708,0,0,
L1_Mu6_DoubleEG10er2p5,35.3,26746,0,0,
L1_Mu6_DoubleEG10er2p5,36.4,26788,0,0,
L1_Mu6_DoubleEG10er2p5,36.9,8935,0,0,
L1_Mu6_DoubleEG10er2p5,37,8990,0,0,
L1_Mu6_DoubleEG10er2p5,37.1,53549,0,0,
L1_Mu6_DoubleEG10er2p5,37.2,27016,0,0,
L1_Mu6_DoubleEG10er2p5,37.3,17810,0,0,
L1_Mu6_DoubleEG10er2p5,37.4,44789,0,0,
L1_Mu6_DoubleEG10er2p5,37.5,116099,0,0,
L1_Mu6_DoubleEG10er2p5,37.6,44816,0,0,
L1_Mu6_DoubleEG10er2p5,37.7,85090,0,0,
L1_Mu6_DoubleEG10er2p5,37.8,134244,0,0,
L1_Mu6_DoubleEG10er2p5,37.9,35764,0,0,
L1_Mu6_DoubleEG10er2p5,38,107409,0,0,
L1_Mu6_DoubleEG10er2p5,38.1,67789,0,0,
L1_Mu6_DoubleEG10er2p5,38.2,89480,0,0,
L1_Mu6_DoubleEG10er2p5,38.3,150254,0,0,
L1_Mu6_DoubleEG10er2p5,38.4,134270,0,0,
L1_Mu6_DoubleEG10er2p5,38.5,152188,0,0,
L1_Mu6_DoubleEG10er2p5,38.6,134282,0,0,
L1_Mu6_DoubleEG10er2p5,38.7,80442,0,0,
L1_Mu6_DoubleEG10er2p5,38.8,116273,0,0,
L1_Mu6_DoubleEG10er2p5,38.9,125176,0,0,
L1_Mu6_DoubleEG10er2p5,39,133773,0,0,
L1_Mu6_DoubleEG10er2p5,39.1,80634,0,0,
L1_Mu6_DoubleEG10er2p5,39.2,80541,0,0,
L1_Mu6_DoubleEG10er2p5,39.3,268525,0,0,
L1_Mu6_DoubleEG10er2p5,39.4,125281,0,0,
L1_Mu6_DoubleEG10er2p5,39.5,89405,0,0,
L1_Mu6_DoubleEG10er2p5,39.6,134064,0,0,
L1_Mu6_DoubleEG10er2p5,39.7,107143,0,0,
L1_Mu6_DoubleEG10er2p5,39.8,134224,0,0,
L1_Mu6_DoubleEG10er2p5,39.9,107417,0,0,
L1_Mu6_DoubleEG10er2p5,40,107409,0,0,
L1_Mu6_DoubleEG10er2p5,40.1,160718,0,0,
L1_Mu6_DoubleEG10er2p5,40.2,107394,0,0,
L1_Mu6_DoubleEG10er2p5,40.3,80430,0,0,
L1_Mu6_DoubleEG10er2p5,40.4,187881,0,0,
L1_Mu6_DoubleEG10er2p5,40.5,187992,0,0,
L1_Mu6_DoubleEG10er2p5,40.6,133660,0,0,
L1_Mu6_DoubleEG10er2p5,40.7,241887,0,0,
L1_Mu6_DoubleEG10er2p5,40.8,214725,0,0,
L1_Mu6_DoubleEG10er2p5,40.9,133950,0,0,
L1_Mu6_DoubleEG10er2p5,41,134102,0,0,
L1_Mu6_DoubleEG10er2p5,41.1,267784,0,0,
L1_Mu6_DoubleEG10er2p5,41.2,188008,0,0,
L1_Mu6_DoubleEG10er2p5,41.3,294403,0,0,
L1_Mu6_DoubleEG10er2p5,41.4,223555,0,0,
L1_Mu6_DoubleEG10er2p5,41.5,241025,0,0,
L1_Mu6_DoubleEG10er2p5,41.6,26809,0,0,
L1_Mu6_DoubleEG10er2p5,41.7,214824,0,0,
L1_Mu6_DoubleEG10er2p5,41.8,80470,0,0,
L1_Mu6_DoubleEG10er2p5,41.9,80388,0,0,
L1_Mu6_DoubleEG10er2p5,42.1,107389,0,0,
L1_Mu6_DoubleEG10er2p5,42.2,53605,0,0,
L1_Mu6_DoubleEG10er2p5,42.3,160414,0,0,
L1_Mu6_DoubleEG10er2p5,42.4,26345,0,0,
L1_Mu6_DoubleEG10er2p5,42.5,107250,0,0,
L1_Mu6_DoubleEG10er2p5,42.6,80587,0,0,
L1_Mu6_DoubleEG10er2p5,42.7,134049,0,0,
L1_Mu6_DoubleEG10er2p5,42.8,80368,0,0,
L1_Mu6_DoubleEG10er2p5,42.9,107368,0,0,
L1_Mu6_DoubleEG10er2p5,43,26882,0,0,
L1_Mu6_DoubleEG10er2p5,43.1,53137,0,0,
L1_Mu6_DoubleEG10er2p5,43.2,107197,0,0,
L1_Mu6_DoubleEG10er2p5,43.3,107152,0,0,
L1_Mu6_DoubleEG10er2p5,43.4,80358,0,0,
L1_Mu6_DoubleEG10er2p5,43.5,187630,0,0,
L1_Mu6_DoubleEG10er2p5,43.6,143161,0,0,
L1_Mu6_DoubleEG10er2p5,43.7,107103,0,0,
L1_Mu6_DoubleEG10er2p5,43.8,160451,0,0,
L1_Mu6_DoubleEG10er2p5,43.9,186782,0,0,
L1_Mu6_DoubleEG10er2p5,44,178642,0,0,
L1_Mu6_DoubleEG10er2p5,44.1,133585,0,0,
L1_Mu6_DoubleEG10er2p5,44.2,53536,0,0,
L1_Mu6_DoubleEG10er2p5,44.3,80528,0,0,
