#Data tag : 24v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(1e30/cm2s),recorded(1e30/cm2s),avgpu,source
379420:9518,36:36,04/14/24 23:02:08,STABLE BEAMS,6800,6126.293123463,5960.798822569,36.4,PLTZERO
379420:9518,37:37,04/14/24 23:02:32,STABLE BEAMS,6800,6120.921363936,2727.628028552,36.3,PLTZERO
379420:9518,38:38,04/14/24 23:02:55,STABLE BEAMS,6800,3211.068495349,565.654768436,36.3,PLTZERO
379420:9518,39:39,04/14/24 23:03:18,STABLE BEAMS,6800,129.788593593,128.975578422,0.3,PLTZERO
379420:9518,40:40,04/14/24 23:03:42,STABLE BEAMS,6800,640.623094911,615.693367748,1.7,PLTZERO
379420:9518,41:41,04/14/24 23:04:05,STABLE BEAMS,6800,1856.227685961,1821.834816536,6.6,PLTZERO
379420:9518,42:42,04/14/24 23:04:28,STABLE BEAMS,6800,4262.158063233,4160.992582237,17.0,PLTZERO
379420:9518,43:43,04/14/24 23:04:52,STABLE BEAMS,6800,5853.235657760,5694.481332119,32.3,PLTZERO
379420:9518,44:44,04/14/24 23:05:15,STABLE BEAMS,6800,5157.598639259,5027.650936348,35.8,PLTZERO
379420:9518,45:45,04/14/24 23:05:38,STABLE BEAMS,6800,3073.131265425,3006.742576685,24.0,PLTZERO
379420:9518,46:46,04/14/24 23:06:01,STABLE BEAMS,6800,1087.216265255,1066.820933634,12.3,PLTZERO
379420:9518,47:47,04/14/24 23:06:25,STABLE BEAMS,6800,323.358554788,319.187761398,3.1,PLTZERO
379420:9518,48:48,04/14/24 23:06:48,STABLE BEAMS,6800,724.239902422,709.886883738,1.0,PLTZERO
379420:9518,49:49,04/14/24 23:07:11,STABLE BEAMS,6800,2883.733585669,2805.979277085,35.9,PLTZERO
379420:9518,50:50,04/14/24 23:07:35,STABLE BEAMS,6800,431.998904597,426.564975993,1.4,PLTZERO
379420:9518,51:51,04/14/24 23:07:58,STABLE BEAMS,6800,1149.991553233,1130.240413141,5.0,PLTZERO
379420:9518,52:52,04/14/24 23:08:21,STABLE BEAMS,6800,2612.289693893,2560.867325334,9.1,PLTZERO
379420:9518,53:53,04/14/24 23:08:45,STABLE BEAMS,6800,4738.334627267,4625.415813470,24.2,PLTZERO
379420:9518,54:54,04/14/24 23:09:08,STABLE BEAMS,6800,5899.448622218,5744.605557293,32.0,PLTZERO
379420:9518,55:55,04/14/24 23:09:31,STABLE BEAMS,6800,5149.684314758,5020.642402120,34.1,PLTZERO
379420:9518,56:56,04/14/24 23:09:55,STABLE BEAMS,6800,3073.550959451,3006.222299297,27.7,PLTZERO
379420:9518,57:57,04/14/24 23:10:18,STABLE BEAMS,6800,1476.921309372,1449.167941842,11.7,PLTZERO
379420:9518,58:58,04/14/24 23:10:41,STABLE BEAMS,6800,562.733528807,553.739026206,6.2,PLTZERO
379420:9518,59:59,04/14/24 23:11:05,STABLE BEAMS,6800,3261.306014309,3182.632975021,2.0,PLTZERO
379420:9518,60:60,04/14/24 23:11:28,STABLE BEAMS,6800,6059.740119231,5896.887996640,35.8,PLTZERO
379420:9518,61:61,04/14/24 23:11:51,STABLE BEAMS,6800,6063.621598952,5899.797273870,36.0,PLTZERO
379420:9518,62:62,04/14/24 23:12:14,STABLE BEAMS,6800,6065.092348105,5902.220204845,36.0,PLTZERO
379420:9518,63:63,04/14/24 23:12:38,STABLE BEAMS,6800,6047.105906990,5883.213219623,35.9,PLTZERO
379420:9518,64:64,04/14/24 23:13:01,STABLE BEAMS,6800,6005.497096405,5845.435107062,35.8,PLTZERO
379420:9518,65:65,04/14/24 23:13:24,STABLE BEAMS,6800,5983.135999087,5823.428021575,35.5,PLTZERO
379420:9518,66:66,04/14/24 23:13:48,STABLE BEAMS,6800,6000.426606947,5839.939313390,35.5,PLTZERO
379420:9518,67:67,04/14/24 23:14:11,STABLE BEAMS,6800,6026.186747863,5865.422095036,35.7,PLTZERO
379420:9518,68:68,04/14/24 23:14:34,STABLE BEAMS,6800,6032.001392191,5869.682497420,35.8,PLTZERO
379420:9518,69:69,04/14/24 23:14:58,STABLE BEAMS,6800,6023.577290653,5862.675913257,35.8,PLTZERO
379420:9518,70:70,04/14/24 23:15:21,STABLE BEAMS,6800,5992.832123136,5833.074823976,35.6,PLTZERO
379420:9518,71:71,04/14/24 23:15:44,STABLE BEAMS,6800,5979.301390933,5819.828291271,35.5,PLTZERO
379420:9518,72:72,04/14/24 23:16:08,STABLE BEAMS,6800,5961.346200863,5803.465434417,35.4,PLTZERO
379420:9518,73:73,04/14/24 23:16:31,STABLE BEAMS,6800,5952.610068897,5794.067660339,35.3,PLTZERO
379420:9518,74:74,04/14/24 23:16:54,STABLE BEAMS,6800,5952.832736339,5795.055493353,35.3,PLTZERO
379420:9518,75:75,04/14/24 23:17:18,STABLE BEAMS,6800,5947.136255960,5789.612441443,35.3,PLTZERO
379420:9518,76:76,04/14/24 23:17:41,STABLE BEAMS,6800,5930.843231440,5765.806465837,35.3,PLTZERO
379420:9518,77:77,04/14/24 23:18:04,STABLE BEAMS,6800,5925.034447307,5767.653697572,35.1,PLTZERO
379420:9518,78:78,04/14/24 23:18:27,STABLE BEAMS,6800,5931.918457374,5775.500149804,35.2,PLTZERO
379420:9518,79:79,04/14/24 23:18:51,STABLE BEAMS,6800,5936.939135167,5778.920184103,35.2,PLTZERO
379420:9518,80:80,04/14/24 23:19:14,STABLE BEAMS,6800,5940.721491575,5783.391033521,35.3,PLTZERO
379420:9518,81:81,04/14/24 23:19:37,STABLE BEAMS,6800,5934.487393229,5776.195973059,35.2,PLTZERO
379420:9518,82:82,04/14/24 23:20:01,STABLE BEAMS,6800,5929.113193621,5772.459518185,35.2,PLTZERO
379420:9518,83:83,04/14/24 23:20:24,STABLE BEAMS,6800,5924.745367646,5767.502322513,35.2,PLTZERO
379420:9518,84:84,04/14/24 23:20:47,STABLE BEAMS,6800,5919.568924647,5762.262887409,35.1,PLTZERO
379420:9518,85:85,04/14/24 23:21:11,STABLE BEAMS,6800,5914.283107993,5757.267610465,35.1,PLTZERO
379420:9518,86:86,04/14/24 23:21:34,STABLE BEAMS,6800,5909.895751365,5753.563866684,35.1,PLTZERO
379420:9518,87:87,04/14/24 23:21:57,STABLE BEAMS,6800,5907.033355703,5750.665329813,35.0,PLTZERO
379420:9518,88:88,04/14/24 23:22:21,STABLE BEAMS,6800,6016.143932227,5854.980836084,35.2,PLTZERO
379420:9518,89:89,04/14/24 23:22:44,STABLE BEAMS,6800,6122.613800498,5956.503759026,36.0,PLTZERO
379420:9518,90:90,04/14/24 23:23:07,STABLE BEAMS,6800,6340.121069688,6166.183126604,37.1,PLTZERO
379420:9518,91:91,04/14/24 23:23:30,STABLE BEAMS,6800,6575.209976465,6390.390329710,38.1,PLTZERO
379420:9518,92:92,04/14/24 23:23:54,STABLE BEAMS,6800,6773.504203547,6579.274572306,39.5,PLTZERO
379420:9518,93:93,04/14/24 23:24:17,STABLE BEAMS,6800,7039.526284124,6830.755146899,41.2,PLTZERO
379420:9518,94:94,04/14/24 23:24:40,STABLE BEAMS,6800,7318.086863744,7096.229349166,42.8,PLTZERO
379420:9518,95:95,04/14/24 23:25:04,STABLE BEAMS,6800,7607.391942449,7368.989924947,44.2,PLTZERO
379420:9518,96:96,04/14/24 23:25:27,STABLE BEAMS,6800,7914.197606032,7657.893630238,45.8,PLTZERO
379420:9518,97:97,04/14/24 23:25:50,STABLE BEAMS,6800,8239.131805479,7964.015180958,47.7,PLTZERO
379420:9518,98:98,04/14/24 23:26:14,STABLE BEAMS,6800,8589.529255918,8289.588561766,50.2,PLTZERO
379420:9518,99:99,04/14/24 23:26:37,STABLE BEAMS,6800,8824.291001761,8383.030164626,52.3,PLTZERO
379420:9518,100:100,04/14/24 23:27:00,STABLE BEAMS,6800,8215.302879105,7941.789348160,51.6,PLTZERO
379420:9518,101:101,04/14/24 23:27:24,STABLE BEAMS,6800,7909.200849038,7654.236278008,47.0,PLTZERO
379420:9518,102:102,04/14/24 23:27:47,STABLE BEAMS,6800,8040.694013599,7779.155492864,47.0,PLTZERO
379420:9518,103:103,04/14/24 23:28:10,STABLE BEAMS,6800,8081.608960994,7816.492190673,48.0,PLTZERO
379420:9518,104:104,04/14/24 23:28:34,STABLE BEAMS,6800,8067.889262476,7805.821914068,47.8,PLTZERO
379420:9518,105:105,04/14/24 23:28:57,STABLE BEAMS,6800,8115.780513023,7849.294066927,48.1,PLTZERO
379420:9518,106:106,04/14/24 23:29:20,STABLE BEAMS,6800,8087.629182193,7822.158880056,48.1,PLTZERO
379420:9518,107:107,04/14/24 23:29:43,STABLE BEAMS,6800,8087.811318280,7823.335189369,48.0,PLTZERO
379420:9518,108:108,04/14/24 23:30:07,STABLE BEAMS,6800,8081.265199506,7817.395050847,47.9,PLTZERO
379420:9518,109:109,04/14/24 23:30:30,STABLE BEAMS,6800,8080.683150053,7815.861309589,48.0,PLTZERO
379420:9518,110:110,04/14/24 23:30:53,STABLE BEAMS,6800,8060.897328802,7787.200191721,47.9,PLTZERO
379420:9518,111:111,04/14/24 23:31:17,STABLE BEAMS,6800,8113.951831908,7844.428664323,47.8,PLTZERO
379420:9518,112:112,04/14/24 23:31:40,STABLE BEAMS,6800,8341.238727938,8054.370740681,48.5,PLTZERO
379420:9518,113:113,04/14/24 23:32:03,STABLE BEAMS,6800,8521.356077540,8227.258358663,50.5,PLTZERO
379420:9518,114:114,04/14/24 23:32:27,STABLE BEAMS,6800,8513.071620670,8220.583325580,50.6,PLTZERO
379420:9518,115:115,04/14/24 23:32:50,STABLE BEAMS,6800,8515.687918108,8218.280518619,50.5,PLTZERO
379420:9518,116:116,04/14/24 23:33:13,STABLE BEAMS,6800,8519.253467270,8227.024950862,50.6,PLTZERO
379420:9518,117:117,04/14/24 23:33:37,STABLE BEAMS,6800,8575.357882305,8280.493537806,50.5,PLTZERO
379420:9518,118:118,04/14/24 23:34:00,STABLE BEAMS,6800,8785.966480939,8464.855169255,51.8,PLTZERO
379420:9518,119:119,04/14/24 23:34:23,STABLE BEAMS,6800,8910.657178158,8466.668699864,52.9,PLTZERO
379420:9518,120:120,04/14/24 23:34:47,STABLE BEAMS,6800,8893.287447653,8571.994489899,52.8,PLTZERO
379420:9518,121:121,04/14/24 23:35:10,STABLE BEAMS,6800,8885.491297103,8566.656421498,52.8,PLTZERO
379420:9518,122:122,04/14/24 23:35:33,STABLE BEAMS,6800,8878.555515306,8549.552329872,52.7,PLTZERO
379420:9518,123:123,04/14/24 23:35:56,STABLE BEAMS,6800,8872.251594626,8559.183511750,52.7,PLTZERO
379420:9518,124:124,04/14/24 23:36:20,STABLE BEAMS,6800,8899.844316787,8583.204824553,52.6,PLTZERO
379420:9518,125:125,04/14/24 23:36:43,STABLE BEAMS,6800,9039.571636537,8717.644867600,53.3,PLTZERO
379420:9518,126:126,04/14/24 23:37:06,STABLE BEAMS,6800,9227.180446507,8763.913983934,54.6,PLTZERO
379420:9518,127:127,04/14/24 23:37:30,STABLE BEAMS,6800,9202.733339474,8868.657724517,54.7,PLTZERO
379420:9518,128:128,04/14/24 23:37:53,STABLE BEAMS,6800,9192.909771166,8856.619232185,54.5,PLTZERO
379420:9518,129:129,04/14/24 23:38:16,STABLE BEAMS,6800,9189.227028087,8854.737339291,54.5,PLTZERO
379420:9518,130:130,04/14/24 23:38:40,STABLE BEAMS,6800,9170.465661074,8840.229034417,54.4,PLTZERO
379420:9518,131:131,04/14/24 23:39:03,STABLE BEAMS,6800,9371.632544161,9016.066940999,54.8,PLTZERO
379420:9518,132:132,04/14/24 23:39:26,STABLE BEAMS,6800,9384.299957512,8904.591545441,55.5,PLTZERO
379420:9518,133:133,04/14/24 23:39:50,STABLE BEAMS,6800,9846.011678124,9318.543849913,57.2,PLTZERO
